name,address,rating,email,phone,category,website,gmap_link,services
Winapp IT Solutions Pvt Ltd,"Software company ·  · New #123, OLD #88 1st floor, SNM REGENCY, near Sangam Hotel Backside
Closed ⋅ Opens 9:30 am Thu",4.1,sales@winapp.com.sg,N/A,IT company,http://www.winapp.com.sg/,https://www.google.com/maps/search/IT+company+near+600002/,"CALL US :+65 98593960 sales@winapp.com.sg Home About us SAP Solutions SAP Business One SAP Hana SAP B1 Demos Peppol Our Solution Ezysales ERP Ezy E-procurement B2B Ezy E-procurement B2C Ezy Ambulance Retail POS F&B POS Ezy WMS Restaurant Management Contact Us Blog Client Support Free Consult Previous Next Our Basic Work Process Business can gain Real-Time Insight and Analysis for Real-Time Decision-Making. Step : 01. Plan for work Through plans, you break down a process into small components and"
Resileo Labs LLP,"Software company · 5th Floor, Tower 2, Shakti Towers, 766, Anna Salai
Closed ⋅ Opens 9:30 am Thu",4.2,info@resileo-labs.com,N/A,IT company,http://www.resileo-labs.com/,https://www.google.com/maps/search/IT+company+near+600002/,Home Products & Services Appedo APM Web Development Testing DevOps Data Analytics About Us Leadership Partners Clients Industries Resources FAQs Blog Contact Us
ZUBKAS TECHNOLOGY,"Software company · 7TH FLOOR, Spencer Plaza Mall, 715-A, Anna Salai
Closed ⋅ Opens 10 am Thu",4.4,N/A,N/A,IT company,http://zubkas.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
InQ Technologies Pvt Ltd.,"Software company ·  · 5, Vnct tower, Mahalingapuram Main Rd, above HDFC Bank
Closed ⋅ Opens 10 am Thu · 094860 60522",3.9,info@inqtechnologies.com,094860 60522,IT company,http://www.inqtechnologies.com/,https://www.google.com/maps/search/IT+company+near+600002/,MENU MENU About Us Design Development Ecommerce Promote Maintenance Portfolio Clients Careers Contact
Vajawat Computers,"Computer store ·  · Rajendra Complex, 6 & 7, Narasingapuram St, near Rajendra Complex
Open ⋅ Closes 8:30 pm · 086750 86750",4.9,N/A,086750 86750,IT company,https://vajawatcomputers.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Surren Technologies Pvt. Ltd.,"Software company
Closed ⋅ Opens 9 am Thu · 081488 72524",N/A,N/A,081488 72524,IT company,https://www.surrentech.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Cloud ECS Infotech,"Software company · 766, Sakthi Tower Ln
Closed ⋅ Opens 10 am Thu · 093613 65818",3.9,info@ecsaio.in,093613 65818,IT company,https://ecsaio.in/,https://www.google.com/maps/search/IT+company+near+600002/,Home Courses AWS Administration Linux Administration Devops Contact About Students Program
"247HRM - Best HR Software in Chennai, Payroll Software in Chennai","Software company · 4, Jayalakshmipuram 1st St
Open 24 hours · 092814 39542",4.5,shravank@interbiz.in,092814 39542,IT company,https://www.247hrm.com/?utm_source=local&utm_medium=orgranic&utm_campaign=gmb,https://www.google.com/maps/search/IT+company+near+600002/,Features Core HR Employee Management Attendance Management Leave Management Claims & Reimbursements Loans & Advances Applicant Tracking System Timesheets Payroll Payroll Automation Statutory Compliance Employee Self Service Services Payroll Outsourcing Talent Development Solutions HR Consulting & Workshops Performance Performance Management Talent Analysis 360 Degree Feedback Smart Auth Learning Management Workplace Culture Employee Engagement Survey Employee Wellbeing Survey Custom Employee Sur
Bigmindz Business Solutions Pvt Ltd,"Software company · 715A, 7th Floor, Spencer Plaza Mall, Anna Salai
Closed ⋅ Opens 9 am Thu",5.0,contact@bigmindz.com,N/A,IT company,https://bigmindz.com/,https://www.google.com/maps/search/IT+company+near+600002/,Skip to content Bigmindz Worldwide Home About Services Software Development Cloud Services Web Development Consultancy Education Consultant Job Assistance IoT Application Blockchain Application Digital Marketing SEO SEM Affiliated Marketing Import & Export Clients Insights Careers X Contact Us Solutions for all the Business BigMindz Business Solutions Get Started How can we help you? BigMindz Business Solutions Solutions for all the Business Consulting We are Overseas Education Consultants and h
Niyati Technologies Pvt. Ltd.,"Software company
098840 82639",4.3,N/A,098840 82639,IT company,https://www.niyati.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Pasovit Technologies Private Limited,"Software company · 715A, 7th Floor, Spencer Plaza Suite No, 718, Anna Salai
Open 24 hours · 098718 19993",N/A,N/A,098718 19993,IT company,https://www.pasovit.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Smart HRMS - Payroll Software,"Software company ·  · CAFS, Unit no : O- 515, 5th floor, Spencer Plaza Mall, Anna Salai
Closes soon ⋅ 7:30 pm ⋅ Opens 9:30 am Thu · 078452 80780",4.8,cropped-SMART-HRMS-FAV-ICON-1_003200320_4309@2x.png,078452 80780,IT company,https://smarthrmscloud.com/,https://www.google.com/maps/search/IT+company+near+600002/,SMART HRMS Attendance Time Card Shift Import Over Time Manual Punch Attendance Process Payroll Posting Attendance Reports Leave Leave Creation Leave Opening Leave Request Year End Transfer Permission Request Leave Reports Payroll Supplementry Monthly Input Process Payroll Loan Management Increment Process F & F Settlement Payroll Reports Income Tax Declaration Entry House Rent Entry Tax Proof Entry Income Tax Process Process Worksheet Tax Calculator Tax Reports Best Features Core HR New Input Cr
Hepto Technologies,"Software company · No:07, Narasingapuram, 5th St
Closes soon ⋅ 7:30 pm ⋅ Opens 9 am Thu · 090921 22211",4.3,N/A,090921 22211,IT company,http://heptotechnologies.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
STATUSTRONICS,"Software company · 1st, Shree Rajendra Complex, 13/4, Narasingapuram St
Closes soon ⋅ 8 pm ⋅ Opens 10 am Thu · 044 4857 4131",5.0,N/A,044 4857 4131,IT company,N/A,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Gateway Software Solutions,"Software company · 1st Floor, Wallahjah Rd, above KFC, opp. to D1 Police Station
Closed ⋅ Opens 10 am Thu · 073970 78885",4.8,N/A,073970 78885,IT company,https://www.gatewaysoftwaresolutions.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Delfi Infotech Systems,"Software company · 7th Floor, Spencer Plaza Mall, 715-A, Anna Salai
Closed ⋅ Opens 9 am Thu · 044 4011 5354",5.0,N/A,044 4011 5354,IT company,http://delfiinfo.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
SIVRA,"Software company · 766, 6th Floor, Sakthi Tower, 3, Mount Rd
Closed ⋅ Opens 9 am Thu · 099940 22559",5.0,iamready@sivra.in,099940 22559,IT company,http://www.sivra.net/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Mark Softech Pvt.Ltd.,"Software company · 813, Nizara Bonanza, Fifth Floor, Anna Salai, opposite LIC
Closed ⋅ Opens 10 am Thu · 044 4213 7127",4.1,N/A,044 4213 7127,IT company,http://www.msoftech.com/,https://www.google.com/maps/search/IT+company+near+600002/,Home About Us Services Animation Portfolio Ripplinq Use Cases Contact
Crotus Technologies Pvt. Ltd,"Software company · Amara Sri”, situated at Old No.313, New No.455, Block No.75, 7th Floor, Anna Salai
Closed ⋅ Opens 9 am Thu · 073586 59810",3.5,info_aura@crotustechnologies.com,073586 59810,IT company,https://www.crotustechnologies.com/,https://www.google.com/maps/search/IT+company+near+600002/,"More Information. +919940036997 Chennai,Tamil Nadu Home About Domains Enterprise Networking Cyber Security Data Centre Audio Visual Hospitality Services IT Services Contact Us Home About Domains Enterprise Networking Cyber Security Data Centre Audio Visual Hospitality Services IT Services Contact Us Creating & Innovative Technologies Engaged in global technology management, consulting and outsourcing services End to End Solutions Business consulting, software development and systems integration "
Aeronic Software Pvt Ltd,"Software company · 365Q+VQ7, Tank Bund Rd
044 2820 7422",3.3,N/A,044 2820 7422,IT company,N/A,https://www.google.com/maps/search/IT+company+near+600002/,N/A
AMT Media Tech,"Software company · 6th Floor, 22A Pattulos Road, Anna Salai
Closed ⋅ Opens 9 am Thu · 044 2826 5325",4.0,hr@ajaxmediatech.com,044 2826 5325,IT company,http://ajaxmediatech.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Crotus Technologies Pvt. Ltd,"Software company · Amara Sri”, situated at Old No.313, New No.455, Block No.75, 7th Floor, Anna Salai
Closed ⋅ Opens 9 am Thu · 073586 59810",3.5,info_aura@crotustechnologies.com,073586 59810,IT company,https://www.crotustechnologies.com/,https://www.google.com/maps/search/IT+company+near+600002/,"More Information. +919940036997 Chennai,Tamil Nadu Home About Domains Enterprise Networking Cyber Security Data Centre Audio Visual Hospitality Services IT Services Contact Us Home About Domains Enterprise Networking Cyber Security Data Centre Audio Visual Hospitality Services IT Services Contact Us Creating & Innovative Technologies Engaged in global technology management, consulting and outsourcing services End to End Solutions Business consulting, software development and systems integration "
Platos Foods Private Limited,"Software company · No.4, sriramnikethan, Ramanathan St",5.0,N/A,N/A,IT company,http://www.platos.in/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Aeronic Software Pvt Ltd,"Software company · 365Q+VQ7, Tank Bund Rd
044 2820 7422",3.3,N/A,044 2820 7422,IT company,N/A,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Spire Systems,"Software company · New No:47, Lakshmi Arcade, N Usman Rd
Closed ⋅ Opens 10 am Thu · 098404 18503",4.2,N/A,098404 18503,IT company,https://spiresystems.co.in/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
AMT Media Tech,"Software company · 6th Floor, 22A Pattulos Road, Anna Salai
Closed ⋅ Opens 9 am Thu · 044 2826 5325",4.0,hr@ajaxmediatech.com,044 2826 5325,IT company,http://ajaxmediatech.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Vertace Consultants,"Software company ·  · 364H+QQ3, Choolaimedu High Rd
Closes soon ⋅ 8 pm ⋅ Opens 10 am Thu · 098403 55322",4.4,info@vertace.com,098403 55322,IT company,http://www.vertace.com/,https://www.google.com/maps/search/IT+company+near+600002/,Home About Us Services
Luxgenic Infotech LLP,"Software company · 4, Second Floor, BBC Plaza, 180, N Usman Rd
Closed ⋅ Opens 9 am Thu · 093848 77429",5.0,N/A,093848 77429,IT company,http://www.luxgenicinfotech.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
"HR365 India - An Advanced, all-in-one Payroll & HR Software","Software company · 9th Floor, Briley One, No. 64 (Old No. 30, Ethiraj Salai
Closed ⋅ Opens 9 am Thu · 073581 26136",4.5,info@hr365.com,073581 26136,IT company,https://hr365.com/in/,https://www.google.com/maps/search/IT+company+near+600002/,Skip to content Skip to footer Products Payroll & Compliance Leave & Attendance Employee Onboarding Employee Offboarding Probation Confirmation Document Management Employee Self Service New Expense Management New CTC Structuring Analytics Why HR365? Integrations Pricing Blog Join our team Contact us Sign-in Book a demo Close Products Payroll & Compliance Leave & Attendance Employee Onboarding Employee Offboarding Probation Confirmation Document Management Employee Self Service New Expense Manage
INFEC Services,"Software company · No. 32, Thayar Sahib Street, Mount Road
01906 255 501",3.2,murali@infec.in,01906 255 501,IT company,https://www.infec.in/,https://www.google.com/maps/search/IT+company+near+600002/,"Reach Us AJ-97, 9th Main Road, Shanti Colony, Anna Nagar, Chennai 600040. Home About Us Services HR Services IT/ITES Services Turn Key Projects Our Partners Contact Us About INFEC Services Pvt. Ltd. We at INFEC Services Pvt. Ltd., your trusted partner in progress: At INFEC, we connect talent with befitting roles and help businesses achieve their goals. Right talent at the right time at the right place is our mantra. Our Values Join us at INFEC Services Pvt. Ltd. where innovation, collaboration, "
EximusIT Solutions,Software company · Anna Salai,N/A,N/A,N/A,IT company,N/A,https://www.google.com/maps/search/IT+company+near+600002/,N/A
VIS INFORMATICS : Computers ✦ Software ✦ CCTV ✦ Networking ✦ Power Solutions ✦ IT-Solutions,"Software company · 36, Meeran Sahib St
Closed ⋅ Opens 11 am Thu",4.8,support@visinformatics.com,N/A,IT company,https://www.visinformatics.com/,https://www.google.com/maps/search/IT+company+near+600002/,VIS Informatics | IT Support and Services Free to Call +91 98400 26715 Email Us support@visinformatics.com Facebook Instagram Click to Pay Home About VIS IT Services IT Infrastructure Management Services Outsourcing IT Solution Backup Solution Cloud Solution Data Security Network Solution Server Solution Website Solution Contact Us Pay Now Home About VIS IT Services IT Infrastructure Management Services Outsourcing IT Solution Backup Solution Cloud Solution Data Security Network Solution Server 
WHY Global Services - Mobile App Development | Digital Marketing Services | Software Development Company in Chennai,"Software company ·  · 3rd Floor, New No. 75, 77 & 79, Lohmanradhri Towers, Pantheon Rd
Closed ⋅ Opens 9:30 am Thu · 082700 99990",4.6,contact@whyglobalservices.com,082700 99990,IT company,https://www.whyglobalservices.com/,https://www.google.com/maps/search/IT+company+near+600002/,"Software Development Company in Chennai Digital Marketing Company in Chennai Want more traffic, quality leads, and higher sales? Our result-driven, data-powered digital marketing strategies deliver proven success. Partner with the Best Digital Marketing Agency in Chennai to take your business to the next level. Talk to an Expert Client Case Studies Digital Marketing Company in Chennai Talk to an Expert Client Case Studies Software Development Company in Chennai Looking for software development s"
Faktary E-Solutions Private Limited,"Software company · Mass Tower's, 9/13, 1 st Floor, Kannaiah St
Closed ⋅ Opens 10 am Thu · 084519 53119",4.4,N/A,084519 53119,IT company,https://www.faktaryesolutions.com/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
WonderWrks IT Services,"Software company
Open ⋅ Closes 7 pm · +1 317-567-1350",4.5,sales@wonderwrks.com,+1 317-567-1350,IT company,https://www.wonderwrks.com/,https://www.google.com/maps/search/IT+company+near+600002/,Wonderwrks IT Services 1-317-567-1350 sales@wonderwrks.com Follow us Facebook Twitter Linkedin Menu Home About us Services Web Mobile Apps Automation Digital Marketing IOT Outsourcing Social Media Pay Per Click LOCAL SEO SERVICES E-Commerce SEO Website Maintenance Cloud Services Products Event Planner Smart Recruit Student Management Mortgage Pick a Taxi Menu Job Portfolio Re-seller Blogs Contact us Home About us Services Web Mobile Apps Automation Digital Marketing Outsourcing IOT Social Media 
Robotrader.Co.In,"Software company ·  · S131, 2nd Floor, Third, Spencer Plaza Mall, Anna Salai
Closed ⋅ Opens 9 am Thu · 098411 15421",4.0,N/A,098411 15421,IT company,https://www.robotrader.co.in/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Delta Peripherals (AKA deltapage),"Computer store ·  · Shop No. G-12, Nakoda Plaza, 17, Narasingapuram St, near Badam Tree
Closes soon ⋅ 8 pm ⋅ Opens 10:30 am Thu · 098844 11731",4.6,sales@deltapage.com,098844 11731,IT company,http://www.deltapage.com/,https://www.google.com/maps/search/IT+company+near+600002/,Guest Login Register My Cart ( 0 ) My Wishlist ( 0 ) Home Search 0 Wishlist Account Offers Brands Category Orders Categories Computers & Devices MotherBoard - Intel Processor - Intel MotherBoard - AMD Processor - AMD Ram - Memory SSD Solid State Drives HDD Hard Drives Graphics Card Computers & Devices Case - Cabinets SMPS - Power Supplies KeyBoards & Mice Monitors Speakers External HDD & SSD USB Devices addon devices Web Camera GPS & navigation Accessories Home audio Office audio peripherals Ink
AppSys Global Private Limited,"Software company · First Floor, BR Complex, No. 27 & 28, Woods Road, (Opp.) La Woods Hotel, Off, Anna Salai
Closed ⋅ Opens 9:30 am Thu · 097820 41582",4.3,info@appsysglobal.com,097820 41582,IT company,http://www.appsysglobal.com/,https://www.google.com/maps/search/IT+company+near+600002/,"Services Solutions Oracle
                                            Applications Netsuite
                                            Applications Oracle EPM Oracle Fusion Augmentation
                                            Services About us Events Ascend 2024 CloudWorld & SuiteWorld 2024 Blog Contact us Contact us"
TOP COMPUTERS,"Computer service · Shop No.G-8, NAKODA PLAZA 17. NARASINGAPURAM STREET, Ritchie St
Open ⋅ Closes 8:30 pm · 081482 22302",4.5,N/A,081482 22302,IT company,http://www.topcomputers.in/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
"Dell Exclusive Store - Express Avenue Mall, Mount Road","Computer store · SL-19, Lower Ground Floor (B1 EXPRESS AVENUE MALL 2, Club House Road, Anna Salai
Open ⋅ Closes 9:30 pm · 080 4800 9757",4.5,N/A,080 4800 9757,IT company,https://www.dellretailstores.in/tamil-nadu-chennai-club-house-road-1613?utm_source=GMB_Lead&campaign=GMB&nav=contact,https://www.google.com/maps/search/IT+company+near+600002/,N/A
Jai gurudev infotech | Computer Accessories Store in chennai,"Computer service · gee - gee electronic market, 6/15, Narasingapuram St, near KAJ Plaza
Open ⋅ Closes 8:30 pm · 098413 16399",4.9,N/A,098413 16399,IT company,https://www.instagram.com/jaigurudev_info/,https://www.google.com/maps/search/IT+company+near+600002/,N/A
